customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0180,Male,1,Yes,No,39,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),39.24,1430.77,No
C0181,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),38.83,1325.77,No
C0182,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.54,1086.89,Yes
C0183,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,36.96,716.17,Yes
C0184,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),21.18,1305.2,No
C0185,Male,1,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),85.42,1726.49,No
C0186,Male,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.14,596.24,No
C0187,Female,0,Yes,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,74.15,4292.02,No
C0188,Male,0,No,No,56,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.7,4630.03,Yes
C0189,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),115.25,373.84,Yes
C0190,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,24.83,162.11,No
C0191,Male,0,No,Yes,60,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,59.79,3474.01,No
C0192,Male,0,No,No,53,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),42.59,2258.55,No
C0193,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),65.67,4408.8,No
C0194,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,110.05,0.0,No
C0195,Male,0,No,Yes,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,90.4,4916.95,Yes
C0196,Female,0,No,No,2,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),84.19,159.58,Yes
C0197,Female,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,62.12,2280.01,No
C0198,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.11,51.95,Yes
C0199,Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),21.24,765.2,No
C0200,Male,0,No,No,28,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.62,2148.59,No
C0201,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),73.38,338.4,No
C0202,Female,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,52.66,1002.67,No
C0203,Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,38.15,2614.54,Yes
C0204,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.76,6586.06,No
C0205,Female,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.39,1046.3,No
C0206,Male,1,No,No,34,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),24.97,883.6,Yes
C0207,Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),62.05,4068.58,No
C0208,Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),43.26,2816.53,No
C0209,Female,0,No,Yes,0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,92.55,18.21,No
C0210,Male,0,Yes,No,67,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),81.42,5448.76,No
C0211,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),95.25,1066.43,Yes
C0212,Male,0,No,No,59,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,50.47,3071.47,No
C0213,Male,0,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,92.05,2331.43,No
C0214,Male,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,104.23,5734.56,No
C0215,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),52.53,1229.53,No
C0216,Male,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.99,1193.11,Yes
C0217,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,108.0,2130.76,No
C0218,Male,1,No,Yes,60,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,22.98,1290.44,Yes
C0219,Female,0,Yes,No,62,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,53.02,3399.13,No
C0220,Male,0,No,Yes,51,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),29.87,1413.14,No
C0221,Male,1,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,20.9,541.53,No
C0222,Male,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,29.29,1515.67,Yes
C0223,Female,0,No,Yes,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.12,2697.86,No
C0224,Female,0,Yes,Yes,31,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),86.7,2740.9,Yes
C0225,Female,0,No,Yes,54,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),46.93,2497.09,No
C0226,Female,1,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,102.97,444.47,Yes
C0227,Male,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.76,2230.6,Yes
C0228,Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),114.82,5521.39,No
C0229,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,113.42,6509.4,No
C0230,Male,0,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,95.33,3626.57,Yes
C0231,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),111.24,6680.75,Yes
C0232,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,88.71,677.93,No
C0233,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,107.56,634.24,No
C0234,Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,41.65,1453.24,No
C0235,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,52.54,2022.61,No
C0236,Female,1,No,No,21,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),93.29,1997.6,No
C0237,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,60.46,2384.54,No
C0238,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,101.73,453.47,Yes
C0239,Male,0,No,Yes,41,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,105.76,4413.95,No
C0240,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47.97,3096.99,Yes
C0241,Female,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),100.35,2937.23,No
C0242,Male,0,No,Yes,56,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),33.43,1875.22,No
C0243,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.42,1413.8,No
C0244,Male,0,No,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),69.8,2458.14,Yes
C0245,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),40.64,540.28,No
C0246,Female,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,75.93,2364.23,No
C0247,Male,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.87,3403.79,No
C0248,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),38.69,878.3,No
C0249,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,97.56,4286.27,Yes
C0250,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,81.16,1263.36,No
C0251,Female,0,Yes,Yes,65,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,49.78,3242.15,No
C0252,Male,1,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.22,204.7,Yes
C0253,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,105.88,1711.25,No
C0254,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,101.57,2101.49,Yes
C0255,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),40.98,1248.14,No
C0256,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),21.56,542.67,No
C0257,Male,0,No,No,31,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),98.45,3075.33,No
C0258,Female,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),79.55,3228.11,No
C0259,Female,1,Yes,No,9,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),28.09,304.88,No
C0260,Male,0,Yes,No,35,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.74,2594.47,No
C0261,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,63.22,2071.37,No
C0262,Female,0,No,No,27,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,95.46,2546.62,Yes
C0263,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.91,310.2,No
C0264,Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.32,2406.41,No
C0265,Male,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.62,1471.99,No
C0266,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),113.75,2058.64,No
C0267,Female,0,No,No,14,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,95.87,1378.22,No
C0268,Female,1,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),91.67,2488.47,Yes
C0269,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.02,2021.15,No
C0270,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.33,4334.99,No
C0271,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),110.33,881.3,No
C0272,Female,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),25.29,1122.04,Yes
C0273,Female,0,No,No,32,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,98.33,3116.11,Yes
C0274,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),39.52,2381.35,No
C0275,Male,0,No,No,18,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.4,855.03,No
C0276,Female,0,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,69.94,4655.25,No
C0277,Male,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,96.27,3780.88,No
C0278,Female,0,No,No,46,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.85,4601.85,No
C0279,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.37,4846.36,No
C0280,Female,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,58.3,1577.8,No
C0281,Female,0,No,Yes,49,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),112.65,5535.72,No
C0282,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.65,565.63,Yes
C0283,Female,0,Yes,No,0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),98.31,22.41,No
C0284,Male,0,No,Yes,33,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.2,2578.54,Yes
C0285,Female,0,Yes,Yes,47,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,55.69,2601.48,Yes
C0286,Male,1,No,Yes,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.14,782.94,No
C0287,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,62.66,2941.87,No
C0288,Male,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,45.67,2919.51,No
C0289,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,28.43,1778.01,No
C0290,Female,1,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.52,678.82,No
C0291,Male,0,Yes,No,38,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),52.76,2007.29,No
C0292,Male,0,No,Yes,25,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.48,2023.03,Yes
C0293,Male,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),101.75,1544.81,No
C0294,Female,0,Yes,No,70,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),36.36,2492.77,No
C0295,Female,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),60.46,825.2,Yes
C0296,Female,1,No,Yes,68,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.2,3841.71,No
C0297,Female,1,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,69.34,1715.41,No
C0298,Male,0,No,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),98.96,4719.93,No
C0299,Male,0,No,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,73.36,4742.02,Yes
C0300,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),102.67,620.16,No
C0301,Male,0,No,No,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.86,3980.76,No
C0302,Male,0,No,No,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),78.38,3771.28,No
C0303,Male,0,Yes,No,52,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,61.74,3206.25,No
C0304,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,100.31,6396.85,No
C0305,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,110.38,6707.32,No
C0306,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),81.91,1285.55,Yes
C0307,Female,1,No,Yes,42,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),100.08,4153.93,No
C0308,Female,1,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,23.9,531.91,No
C0309,Female,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,108.61,168.62,No
C0310,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.89,1061.59,No
C0311,Female,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),43.65,1368.46,Yes
C0312,Male,0,Yes,No,25,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,23.33,584.61,Yes
C0313,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),114.54,1815.21,Yes
C0314,Male,1,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),103.2,2430.52,Yes
C0315,Male,1,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),109.32,5849.9,No
C0316,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),102.72,2760.44,Yes
C0317,Male,0,No,Yes,55,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.95,3635.11,No
C0318,Male,0,No,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,110.41,7099.8,No
C0319,Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,114.95,4574.12,No
C0320,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),68.26,3360.17,No
C0321,Female,0,No,No,70,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.56,2444.61,No
C0322,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,83.86,2242.77,No
C0323,Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,115.54,2110.06,No
C0324,Female,0,No,No,65,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.21,6867.79,No
C0325,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),104.18,4246.38,Yes
C0326,Female,1,No,No,44,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,111.38,4921.47,No
C0327,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),107.4,1536.36,No
C0328,Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,95.63,187.18,No
C0329,Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.83,921.54,No
C0330,Female,0,No,Yes,52,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.48,2367.44,No
C0331,Male,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,80.13,3614.92,Yes
C0332,Male,0,No,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),70.15,2008.29,No
C0333,Female,0,No,No,56,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),104.19,5823.63,No
C0334,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,67.17,1179.48,No
C0335,Female,0,Yes,Yes,50,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,30.77,1513.94,Yes
C0336,Female,0,Yes,No,47,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,18.5,913.95,No
C0337,Male,1,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.79,5671.78,No
C0338,Male,0,No,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),72.99,556.0,No
C0339,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),51.1,1110.46,No
C0340,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),34.9,191.88,Yes
C0341,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,64.67,3582.68,No
C0342,Female,0,No,Yes,35,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,28.03,937.67,No
C0343,Male,0,No,Yes,56,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),51.61,2846.28,Yes
C0344,Female,1,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,55.92,2711.9,No
C0345,Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.56,2821.17,No
C0346,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),64.66,4201.45,No
C0347,Male,0,No,No,44,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,43.7,1943.73,No
C0348,Female,1,Yes,No,19,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),103.02,1915.36,No
C0349,Female,0,No,No,63,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.55,3348.55,No
C0350,Male,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.96,2719.5,No
C0351,Female,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),35.58,56.62,No
C0352,Male,0,No,No,53,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,50.26,2653.91,No
C0353,Male,0,Yes,No,63,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),24.76,1508.25,No
C0354,Female,1,Yes,No,39,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),21.29,821.11,No
C0355,Female,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),78.51,4636.19,No
C0356,Male,0,Yes,Yes,54,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),79.91,4292.82,No
C0357,Female,0,No,No,61,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,70.96,4271.21,No
C0358,Female,0,Yes,Yes,3,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.23,330.6,No
